Title,Year,Genre,Runtime,Gross,imdbRating,imdbRatingVotes,metascoreRating,rottenRating,metacriticRating
Hugo,2011,"Adventure, Drama, Family",126.0,185770310,7.5,325727,83.0,93,83
Pitch Perfect 3,2017,"Comedy, Music",93.0,185400345,5.8,65823,40.0,28,40
Watchmen,2009,"Action, Drama, Mystery",162.0,185382813,7.6,556357,56.0,65,56
The Birdcage,1996,Comedy,117.0,185260553,7.2,91759,72.0,82,72
Moulin Rouge!,2001,"Drama, Musical, Romance",127.0,184935320,7.6,288193,66.0,75,66
Snow White and the Seven Dwarfs,1937,"Animation, Adventure, Family",83.0,184925486,7.6,202346,96.0,75,96
Hop,2011,"Animation, Adventure, Comedy",95.0,184367145,5.4,35049,41.0,24,41
Bad Moms,2016,Comedy,100.0,183936074,6.2,127870,60.0,58,60
Jupiter Ascending,2015,"Action, Adventure, Sci-Fi",127.0,183887723,5.3,189890,40.0,28,40
Knowing,2009,"Action, Mystery, Sci-Fi",121.0,183658498,6.2,236818,41.0,34,41
102 Dalmatians,2000,"Adventure, Comedy, Family",100.0,183611771,4.8,38111,35.0,31,35
Storks,2016,"Animation, Adventure, Comedy",87.0,183510278,6.8,63582,56.0,65,56
Stand by Me Doraemon,2014,"Animation, Comedy, Drama",95.0,183442714,7.3,8413,,65,56
The Hitman's Bodyguard,2017,"Action, Comedy, Crime",118.0,183428689,6.9,234419,47.0,43,47
Paul Blart: Mall Cop,2009,"Action, Comedy, Crime",91.0,183348429,5.2,112160,39.0,34,39
Wayne's World,1992,"Comedy, Music",94.0,183097323,7.0,160060,57.0,79,57
Maverick,1994,"Action, Adventure, Comedy",127.0,183031272,7.0,113736,62.0,67,62
Mirror Mirror,2012,"Adventure, Comedy, Drama",106.0,183018522,5.6,88721,46.0,50,46
The Man in the Iron Mask,1998,"Action, Adventure, Drama",132.0,182968902,6.5,170376,48.0,32,48
Cape Fear,1991,"Crime, Thriller",128.0,182291969,7.3,199542,73.0,75,73
The Haunted Mansion,2003,"Comedy, Family, Fantasy",88.0,182290266,5.1,50582,34.0,14,34
The Monkey King Havoc in Heavens Palace,2014,"Action, Adventure, Family",90.0,182206924,4.9,5141,,14,34
While You Were Sleeping,1995,"Comedy, Drama, Romance",103.0,182057016,6.8,106312,67.0,81,67
The Bridges of Madison County,1995,"Drama, Romance",135.0,182016617,7.6,83522,69.0,90,69
From Vegas to Macau III,2016,"Comedy, Drama",113.0,181732879,2.6,3255,,20,69
Poseidon,2006,"Action, Adventure, Thriller",98.0,181674817,5.7,106465,50.0,33,50
The First Wives Club,1996,Comedy,103.0,181489203,6.4,50486,58.0,50,58
Cliff Walkers,2021,"Crime, Drama, Thriller",120.0,181325565,6.6,2410,,81,58
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure, Comedy, Family",93.0,181239132,5.2,59807,34.0,22,34
Hot Shots!,1991,"Action, Comedy",84.0,181096164,6.7,110452,61.0,81,61
Road to Perdition,2002,"Crime, Drama, Thriller",117.0,181001478,7.7,271257,72.0,81,72
Kill Bill: Vol. 1,2003,"Action, Crime, Drama",111.0,180906076,8.2,1120738,69.0,85,69
The Scorpion King,2002,"Action, Adventure, Fantasy",92.0,180630907,5.5,140315,45.0,41,45
Sweet Home Alabama,2002,"Comedy, Romance",108.0,180622424,6.2,115833,45.0,38,45
Daddy's Home 2,2017,Comedy,100.0,180613824,6.0,76271,30.0,21,30
Hacksaw Ridge,2016,"Biography, Drama, History",139.0,180563636,8.1,534145,71.0,84,71
Deja Vu,2006,"Action, Crime, Sci-Fi",126.0,180557550,7.1,314288,59.0,56,59
Dangerous Minds,1995,"Biography, Drama",99.0,179519401,6.5,54041,47.0,33,47
The Dictator,2012,Comedy,83.0,179379533,6.4,312569,58.0,56,58
The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy",110.0,179265204,5.8,178187,30.0,17,30
Allegiant,2016,"Action, Adventure, Mystery",120.0,179246868,5.7,124971,33.0,11,33
Daredevil,2003,"Action, Crime",103.0,179179718,5.3,222040,42.0,43,42
City Slickers,1991,"Comedy, Western",113.0,179033791,6.8,59040,70.0,88,70
He's Just Not That Into You,2009,"Comedy, Drama, Romance",129.0,178866158,6.4,175849,47.0,41,47
Eagle Eye,2008,"Action, Mystery, Thriller",118.0,178767383,6.6,188920,43.0,26,43
Along Came Polly,2004,"Comedy, Romance",90.0,178311729,6.0,138097,44.0,27,44
Flushed Away,2006,"Animation, Action, Adventure",85.0,178281554,6.6,129333,74.0,73,74
Scary Movie 4,2006,Comedy,83.0,178262620,5.1,123269,40.0,34,40
Dante's Peak,1997,"Action, Adventure, Thriller",108.0,178127760,6.0,92846,43.0,28,43
Brokeback Mountain,2005,"Drama, Romance",134.0,178062759,7.7,361349,87.0,88,87
Patriot Games,1992,"Action, Thriller",117.0,178051587,6.8,114222,64.0,74,64
Flubber,1997,"Comedy, Family, Sci-Fi",93.0,177977226,5.3,90781,37.0,23,37
Baywatch,2017,"Action, Comedy, Crime",116.0,177856751,5.5,189906,37.0,17,37
Double Jeopardy,1999,"Crime, Drama, Mystery",105.0,177841558,6.5,88883,40.0,28,40
War Horse,2011,"Action, Adventure, Drama",146.0,177584879,7.2,159661,72.0,75,72
Paranormal Activity 2,2010,"Horror, Mystery",91.0,177512032,5.7,105744,53.0,57,53
How to Lose a Guy in 10 Days,2003,"Comedy, Romance",116.0,177502387,6.4,244879,45.0,42,45
Alien vs. Predator,2004,"Action, Adventure, Horror",101.0,177427090,5.6,203351,29.0,22,29
Hero,2002,"Action, Adventure, Drama",120.0,177395557,7.9,183032,85.0,22,85
